id_cliente,nombre,ciudad,edad,fecha_registro,monto_compra,categoria
374,María López,Lima,23.0,,42.33049431981426,Electrónica
375,Carla Díaz,Lima,25.0,2023-01-15,187.94642948933824,Hogar
376,Andres Silva,Santiago,42.0,2023-04-10,100.57044464245412,Hogar
377,Juan Torres,Bogotá,35.0,,271.98762031696367,Electrónica
378,Luis Pérez,Bogotá,42.0,2023-01-15,192.67077793901535,Electrónica
379,Diego Morales,Bogotá,29.0,2023-04-10,100.43038252718463,Electrónica
380,María López,Lima,32.0,2023-02-15,179.7377170832643,Hogar
381,Ana García,Lima,43.0,2023-01-15,195.9158303001157,Hogar
382,Andres Silva,Bogotá,58.0,2023-10-03,141.34640878580652,Hogar
383,María López,Lima,62.0,2023-01-15,232.10075800681847,Electrónica
384,Diego Morales,CDMX,43.0,2023-01-15,155.21005519759382,Electrónica
385,Carla Díaz,Santiago,64.0,2023-04-10,155.21005519759382,Electrónica
386,Diego Morales,Bogotá,49.0,2023-02-15,133.75843082456888,Ropa
387,Sofía Ramírez,CDMX,27.0,2023-10-03,88.61960924315038,Ropa
388,Diego Morales,Santiago,33.0,,178.195456002618,Electrónica
389,Sofía Ramírez,Lima,24.0,,155.21005519759382,Hogar
390,Carla Díaz,CDMX,34.0,2023-01-15,219.60011431722995,Electrónica
391,Valentina Cruz,Lima,40.0,2023-04-10,42.33049431981426,Electrónica
392,Sofía Ramírez,Bogotá,43.0,2023-04-10,146.8703436050239,Electrónica
393,Ana García,Lima,38.0,,179.7377170832643,Electrónica
394,Diego Morales,Bogotá,39.0,2023-10-03,112.30177055666618,Electrónica
395,Diego Morales,Santiago,24.0,2023-02-15,80.5213766618202,Ropa
396,Ana García,Lima,31.0,2023-10-03,155.21005519759382,Hogar
397,Luis Pérez,Santiago,32.0,2023-02-15,80.5213766618202,Hogar
398,Pedro Gómez,CDMX,45.0,,164.0595711984688,Ropa
399,Valentina Cruz,Bogotá,24.0,2023-02-15,135.9662461566613,Hogar
400,Andres Silva,CDMX,26.0,2023-04-10,232.10075800681847,Hogar
401,Sofía Ramírez,Lima,68.0,2023-01-15,135.9662461566613,Ropa
402,Ana García,Lima,65.0,2023-01-15,95.1862456552399,Electrónica
403,Carla Díaz,Bogotá,25.0,,195.9158303001157,Electrónica
404,Sofía Ramírez,Lima,67.0,2023-04-10,112.30177055666618,Electrónica
405,Pedro Gómez,Bogotá,40.0,2023-10-03,100.43038252718463,Electrónica
406,Carla Díaz,CDMX,46.0,2023-04-10,142.49722064837366,Hogar
407,María López,Santiago,35.0,2023-01-15,112.30177055666618,Electrónica
408,Diego Morales,Lima,48.0,2023-01-15,137.79216823546756,Hogar
409,María López,Lima,47.0,2023-04-10,198.20435841441787,Ropa
410,Sofía Ramírez,Lima,69.0,2023-04-10,219.60011431722995,Ropa
411,Pedro Gómez,Lima,56.0,2023-01-15,80.5213766618202,Electrónica
412,Valentina Cruz,CDMX,52.0,2023-10-03,219.2136409255259,Hogar
413,Sofía Ramírez,Bogotá,35.0,,156.2788226735771,Ropa
414,Ana García,CDMX,59.0,,71.47496981884115,Hogar
415,Juan Torres,Santiago,56.0,2023-04-10,146.8703436050239,Ropa
416,Sofía Ramírez,Bogotá,34.0,,232.10075800681847,Hogar
417,Diego Morales,Lima,31.0,2023-01-15,264.5471286295371,Hogar
418,Diego Morales,Bogotá,48.0,2023-01-15,141.34640878580652,Ropa
419,Sofía Ramírez,Bogotá,41.0,2023-04-10,178.195456002618,Hogar
420,Carla Díaz,Bogotá,52.0,2023-04-10,218.78534066558095,Hogar
421,Juan Torres,Lima,61.0,2023-04-10,200.4908544671317,Ropa
422,Ana García,Santiago,62.0,2023-10-03,218.78534066558095,Ropa
423,Sofía Ramírez,Bogotá,51.0,,195.9158303001157,Hogar
424,Carla Díaz,Santiago,20.0,2023-04-10,229.72525316124865,Electrónica
425,Diego Morales,Santiago,54.0,2023-02-15,100.43038252718463,Ropa
426,Diego Morales,Santiago,60.0,2023-02-15,115.5924827411138,Electrónica
427,Pedro Gómez,Lima,57.0,2023-01-15,262.62179026721543,Electrónica
428,Sofía Ramírez,CDMX,43.0,,100.57044464245412,Ropa
429,Juan Torres,CDMX,45.0,2023-04-10,118.05191261552488,Electrónica
430,Luis Pérez,CDMX,40.0,2023-02-15,179.8700034924929,Electrónica
431,Juan Torres,CDMX,61.0,,271.98762031696367,Hogar
432,Diego Morales,Lima,56.0,2023-01-15,145.0830186602625,Electrónica
433,Diego Morales,Bogotá,32.0,2023-10-03,137.79216823546756,Electrónica
434,María López,Lima,66.0,,115.5924827411138,Hogar
435,Diego Morales,CDMX,21.0,,187.94642948933824,Electrónica
436,Ana García,Lima,46.0,2023-10-03,218.78534066558095,Ropa
437,Andres Silva,Santiago,39.0,,95.1862456552399,Electrónica
438,Sofía Ramírez,Lima,42.0,2023-01-15,218.78534066558095,Electrónica
439,Juan Torres,Lima,30.0,2023-01-15,115.5924827411138,Ropa
440,Andres Silva,CDMX,35.0,2023-10-03,65.35215929023073,Electrónica
441,Carla Díaz,Lima,50.0,2023-04-10,137.79216823546756,Hogar
442,Luis Pérez,Bogotá,33.0,2023-02-15,100.57044464245412,Hogar
443,Ana García,CDMX,62.0,2023-04-10,155.21005519759382,Ropa
444,Juan Torres,CDMX,59.0,,262.62179026721543,Hogar
445,Andres Silva,Lima,61.0,2023-02-15,179.7377170832643,Electrónica
446,Luis Pérez,CDMX,19.0,2023-10-03,262.62179026721543,Electrónica
447,María López,Lima,45.0,2023-10-03,100.43038252718463,Electrónica
448,Ana García,Bogotá,52.0,2023-02-15,179.8700034924929,Electrónica
449,Ana García,Bogotá,59.0,2023-01-15,83.84551032962509,Electrónica
450,María López,Lima,51.0,2023-02-15,232.10075800681847,Ropa
451,Sofía Ramírez,CDMX,47.0,,146.8703436050239,Electrónica
452,María López,Lima,45.0,2023-01-15,201.128521600482,Electrónica
453,Ana García,CDMX,30.0,2023-10-03,94.82053413921145,Ropa
454,Ana García,Santiago,30.0,2023-02-15,192.67077793901535,Electrónica
455,Andres Silva,Bogotá,35.0,2023-04-10,141.34640878580652,Ropa
456,Diego Morales,Lima,49.0,2023-04-10,155.21005519759382,Ropa
457,Luis Pérez,Bogotá,49.0,,229.72525316124865,Electrónica
458,María López,CDMX,52.0,2023-04-10,118.05191261552488,Ropa
459,Luis Pérez,Bogotá,56.0,2023-02-15,135.1218248320004,Ropa
460,María López,Bogotá,63.0,2023-02-15,155.21005519759382,Ropa
461,Carla Díaz,Santiago,69.0,2023-04-10,264.5471286295371,Hogar
462,Ana García,Lima,46.0,2023-02-15,155.21005519759382,Electrónica
463,Diego Morales,Bogotá,66.0,,65.35215929023073,Hogar
464,Andres Silva,CDMX,46.0,2023-01-15,179.8700034924929,Hogar
465,Diego Morales,Lima,45.0,,179.8700034924929,Hogar
466,Diego Morales,Bogotá,61.0,,67.73006265215541,Electrónica
467,Diego Morales,Bogotá,33.0,2023-02-15,271.98762031696367,Electrónica
468,Luis Pérez,Lima,61.0,2023-01-15,218.78534066558095,Ropa
469,María López,Santiago,64.0,2023-02-15,156.2788226735771,Ropa
470,Valentina Cruz,Bogotá,27.0,2023-10-03,164.0595711984688,Hogar
471,Carla Díaz,Santiago,47.0,2023-02-15,158.99470755767393,Ropa
472,Juan Torres,Lima,42.0,2023-02-15,271.98762031696367,Electrónica
473,Diego Morales,Bogotá,56.0,2023-02-15,219.60011431722995,Hogar
474,Sofía Ramírez,Bogotá,37.0,2023-01-15,264.5471286295371,Electrónica
475,Luis Pérez,Bogotá,22.0,2023-02-15,100.43038252718463,Ropa
476,Andres Silva,CDMX,18.0,2023-01-15,201.128521600482,Electrónica
477,Juan Torres,Bogotá,47.0,2023-04-10,218.78534066558095,Electrónica
478,Valentina Cruz,CDMX,66.0,2023-10-03,146.8703436050239,Electrónica
479,Sofía Ramírez,CDMX,20.0,2023-01-15,199.0882743495797,Electrónica
480,Valentina Cruz,Bogotá,62.0,2023-04-10,142.49722064837366,Hogar
481,Juan Torres,Bogotá,31.0,2023-01-15,198.20435841441787,Electrónica
482,Diego Morales,Lima,47.0,2023-01-15,229.72525316124865,Ropa
483,Sofía Ramírez,Lima,67.0,2023-10-03,71.47496981884115,Electrónica
484,Valentina Cruz,Lima,21.0,,209.47352444623203,Hogar
485,Andres Silva,Bogotá,35.0,,195.9158303001157,Ropa
486,María López,Bogotá,54.0,2023-01-15,192.67077793901535,Ropa
487,Ana García,Santiago,42.0,2023-02-15,88.61960924315038,Electrónica
488,María López,Bogotá,65.0,2023-04-10,77.99745587028528,Ropa
489,Juan Torres,Bogotá,18.0,2023-02-15,112.30177055666618,Ropa
490,Luis Pérez,Santiago,45.0,2023-02-15,112.30177055666618,Hogar
491,Ana García,CDMX,63.0,2023-01-15,199.0882743495797,Hogar
492,Carla Díaz,Bogotá,32.0,2023-01-15,71.47496981884115,Hogar
493,Andres Silva,Bogotá,26.0,2023-01-15,156.2788226735771,Hogar
494,Carla Díaz,CDMX,32.0,2023-01-15,232.10075800681847,Electrónica
495,Sofía Ramírez,CDMX,66.0,,192.67077793901535,Electrónica
496,Ana García,Santiago,41.0,2023-01-15,150.7789523790734,Ropa
497,Carla Díaz,Santiago,21.0,,25.02971425632134,Electrónica
498,Carla Díaz,CDMX,29.0,,146.8703436050239,Hogar
499,Valentina Cruz,Lima,54.0,2023-01-15,198.20435841441787,Hogar
500,María López,Santiago,54.0,2023-10-03,95.1862456552399,Electrónica
